source,target,en_length,zh_length
"He'd come to realize that it wasn't aliens, or whatever the fuck people believed in.",他逐渐认识到，那不是外星人，也不是疯子们信奉的什么鬼神。,84,28
"It was supernatural, or something.",它是超自然的存在。,34,9
Like a ghost.,比如幽灵。,13,5
He suddenly thinks back to last week when that space shuttle blew up while his class watched it on TV.,他突然回想起上周，他们全班在电视上目睹航天飞机爆炸。,102,26
He'd been the only one to laugh when it happened.,事故发生时，他是唯一一个笑出声的。,49,17
"Not really because it was funny, but because it was so unexpected, and so boring up until that point.",不是因为多好笑，只不过太出人意料了。毕竟此前的内容全都无聊透顶。,101,32
"To him, that's the only way space could be haunted with ghosts.",对他而言，这是宇宙里可能闹鬼的唯一方式了。,63,21
"But for some reason, he doesn't think anything living, or at least anything that {b}was{/b} living, is involved with this.",不过话说回来，他并不认为有活物涉及其中，起码没有那么{b}活{/b}。,122,35
"What he realized is that those crafts: made of metal, glass, and covered in lights, are empty.",他之前就发现了：那些由金属、玻璃制成，灯火通明的飞行物是空的。,94,31
"As far as he's concerned, they're no different from the ghosts.",但在他看来，它们和鬼魂没什么两样。,63,17
Ghosts that weren't people at all.,非人类的鬼魂。,34,7
"They're hollow shells, only there to feed on the sick feeling he got when seeing them, only there to watch him so that the small amount of guilt he had might grow just a little bit bigger.",那些空洞的躯壳只是为了被他看，吞食他心中病态的欲望；只是为了看着他，催生他仅有的一点罪恶感。,188,46
"And tonight, \""aliens\"" would visit him, to torture him, to violate him.",而今晚，‘外星人’将会造访他、折磨他、侵犯他。,72,23
"Not really aliens, but the same thing as the ghosts that people see in this town.",并非字面意思上的外星人，也许在其他镇民眼中它是幽灵。,81,26
It's all the same...,但本质上没有区别...,20,11
"So he ignores it as he gets to work, and it hovers over his head, even as he feels its red eyes on the back of his neck.",于是他选择了无视，并开始‘工作’。即便它转而在他的头顶盘旋，用红色的眼睛舔舐他的后脖颈。,120,44
Cameron isn't sure what to think right now.,此刻Cameron的大脑一片空白。,43,17
A UFO?,一个UFO？,6,6
"While the shadow creature in the forest had been strange, he hadn't {b}seen{/b} it, he only heard someone recounting it.",尽管森林里的影子怪物已经够离奇了，但他并没有{b}看见{/b}，只是听到他人讲述。,120,41
"Cameron assumed that man in his vision wasn't in his right mind, maybe misinterpreted what he was experiencing.",纵然这个家伙可能精神不正常，对周围产生了错误的认知。,111,26
But this.{cps=3}..{/cps}{w=0.3} a full-blown craft in the sky above a dead body.,但{cps=3}...{/cps}{w=0.3}一架漂浮在尸体上方的飞行器。,80,38
"Now Cameron is almost positive he's been toyed with, like Raincoat Monster in the motel room.",Cameron几乎可以肯定自己被耍了，就像汽车旅馆里的雨衣怪物那样。,93,34
"It just makes him feel like he's going crazy, and it reminds him that, for some inexplicable reason, he thought Dev might be in on it.",Cameron几近疯狂，这也提醒了他，出于某些莫名其妙的原因，他认为Dev可能参与了此事。,134,45
How did he even consider that Dev could be involved in this?,他怎么能这么想？,60,8
"Besides, even now, despite it being almost completely silent aside from the crunch of his footsteps on the gravel road--",此外，除去自己踩在碎石上的脚步声，周围虽然一片寂静-,120,26
"--The voices are insistent, even louder, and how would he hide speakers out here, in the middle of nowhere?",-但声音依旧存在，甚至更为响亮。他怎么才能把扬声器藏在这个荒郊野岭的？,107,35
"Now that he's focusing on those voices, he can actually start making out some words, sentence fragments.",他开始专心聆听。实际上，他已经能分辨出一些只言片语了。,104,27
"\""{cps=25}{b}...singing, {w=0.5}they sang...\""{/b}",\,50,1
"\""{cps=25}{b}...sins of cities are always...\""{/b}",\,50,1
"\""{cps=25}{b}...you piece of shit, {w=0.5}stop doing...\""{/b}",\,61,1
"Every time he catches a new voice, it fades away before it finishes what it's saying.",然而所有声音都转瞬即逝。,85,12
"Cameron stops so he can hear better, ears up.",Cameron伫立在原地，竖起耳朵，以便于更加专注。,45,26
But the voices fade back to barely noticeable whispers on the wind.,但声音逐渐微弱，成为了隐藏在风中的低语。,67,20
"Cameron remembers those ghost hunting shows he'd watched a few times, the way they're always trying to communicate.",Cameron从角落里搜刮出曾看过几次的捉鬼节目，印象中这是它们一贯的沟通方式。,115,40
So he clears his throat awkwardly.,于是他笨拙地清了清喉咙。,34,12
"Cameron isn't even sure he should be saying \""you\"" because the voices are such a mixture of many.",Cameron甚至不确定是否该用‘你’，因为拿是众多声音的集合。,98,32
But why would they all congregate on this one dirt road?,所以它们为什么聚集在这条土路上？,56,16
"Either way, they seem to have moved on, so Cameron starts walking again.",不管怎样，它们似乎在往前移，Cameron便又继续走动。,72,28
"\""{cps=25}{b}It's something we should see, {w=0.3}you think you're special, {w=0.3}stupid shit...\""{/b}",\,103,1
"Again, Cameron stops, and so do the voices.",Cameron驻足，声音也随之停下。,43,18
Silence.,沉默。,8,3
The words don't even really make sense.,这些话毫无规律可循。,39,10
"If the ghosts are trying to talk to him, wouldn't they say something useful?",既然幽灵在试着与他沟通，那怎么不说些有价值的？,76,23
Maybe they just don't like him.,也许它们只是单纯不喜欢他。,31,13
"And if it's a replaying of something in the past, why are they just babbling nonsense.",又或者这只是昔日的重现，所以净是些胡言乱语。,86,22
Cameron sighs and takes a step.,Cameron叹了口气，正欲迈开脚步。,31,19
"\""{cps=25}{b}...you stupid...\""{/b}",\,35,1
"The coyote freezes, suddenly making a connection.",郊狼一愣，突然联想到什么。,49,13
"He looks down at his foot, then brushes it back and forth over the gravel.",他低头看着自己的脚，并在砾石上来回摩擦。,74,20
"\""{cps=25}{b}...stupid sack of shit...\""{/b}",\,44,1
Cameron stares.,Cameron瞪大了双眼。,15,13
"It's coming from the gravel, from the sounds of it, anyway.",声音是从砂砾中传来的，至少听起来是。,59,18
A gentle wind tickles over the fur in his ears and the whispers continue.,声音是从砂砾中传来的，至少听起来是。,73,18
"Suddenly, he's back in his trailer with his mother.",刹那间，他回到了和母亲一起生活的拖车房。,51,20
"He's laying back on the couch, nodding out after snorting his pills.",他嗑过药，躺在沙发上昏昏欲睡。,68,15
"His mother, on the other side of the trailer, is kneeling amongst the trash.",在房间另一头，他母亲正跪在垃圾堆里。,76,18
"She'd always been meticulously clean, emphasizing that while they might live in a trailer, they can still make it look nice.",她总是把家里打扫的一尘不染，以彰显就算住在拖车房，一样能活得敞亮。,124,33
"But over the past year, she'd seemed to care less and less and now, dishes were used and never cleaned, boxes of takeout opened and left where they were eaten.",但过去一年里，她的心思越来越不在上面。现如今，碗碟许久无人清洗，外卖盒早已堆积如山。,159,42
Cameron himself couldn't be bothered to tidy up.,Cameron本人也懒得收拾。,48,15
It's easier now that his mom doesn't give a fuck.,他妈妈不再唠叨他之后，一切都简单多了。,49,19
He can do his drugs right in front of her now.,他可以直接当着她的面吸毒。,46,13
"The Post-it notes and strips of fabric tied to every arch his mother spotted, even to things Cameron is pretty sure aren't arches, made the place look like a disaster anyway.",每一个拱形，乃至Cameron非常确定那不是拱形的东西上，都被自己母亲贴满了便签和布条，没有一丁点家的样子。,174,54
"What does bother him, though, as he watches her through half-lidded eyes, is the way she looks.",然而他半眯着眼看向母亲，她那副模样才是最令他担忧的。,95,26
"Her fur is disheveled and sticking up in different places, and she's in the same clothes she's been in for a week.",她蓬头垢面，毛发凌乱，身上的衣服也已经一周没换了。,114,25
"She's started to have a strange odor about her, but Cameron felt too weird telling his own mom she smelled bad.",她周身散发着难以言喻的恶臭。但Cameron不想告诉自己的母亲，她闻起来糟透了。,111,40
It's sad.,他觉得这很可悲。,9,8
He almost wishes she'd scream at him and slap him like she did whenever she found his drugs... almost.,他甚至希望她能恢复到一发现毒品，就对他大吼大叫、扇他耳光的时候...甚至。,102,37
"Because right now he feels so good, and she seems happy enough to listen to that fan.",因为此刻他感觉正好，而她似乎也很高兴听那个风扇说话。,85,26
"Cameron covers his muzzle, heart pounding, listening to the whispering wind.",Cameron捂住嘴巴，聆听着风的低语，心脏狂跳不已。,76,27
His eyes blur with tears.,泪水模糊了他的眼睛。,25,10
"He turns around, because he's worried someone might be watching him, and his feet scrape the gravel.",他害怕有人正在窥视自己，连忙转过身，脚也被石子擦伤。,100,26
"\""{cps=25}{b}...sadness seems to always...\""{/b}",\,48,1
"Cameron covers his ears, feeling the now-familiar rising tide of panic in his chest.",Cameron紧紧捂住耳朵，某种现已熟悉的恐慌在心中翻涌。,84,29
He's going crazy.,他要疯了。,17,5
"Just like his mother, he's losing his mind.",他在丧失神志，就像他母亲那样。,43,15
But... his mother changed over the course of months.,但...他母亲的转变横跨了数个月。,52,17
This is so sudden.,这太突然了。,18,6
He's never heard voices before.,他之前从未听过这些声音。,31,12
Or has he?,又或者他有？,10,6
That hallucination he'd had of Devon hanging... that was a voice.,他所看到的Devon上吊的幻觉...就是其中之一。,65,25
"But that could have been a dream, too.",但那也可能是场噩梦。,38,10
"Now Cameron's breathing is really starting to get out of control, and he wants to run back to Devon and apologize, just so they can hold each other again.",现在Cameron真的呼吸困难了，他只想跑回Devon身边道歉，好拥抱住彼此。,154,39
"Of {b}course{/b} Devon wouldn't fuck with him over this, and Cameron can't understand why he'd thought that.",Devon{b}当然{/b}不会拿这件事开玩笑，Cameron搞不懂自己怎么会这么想。,108,43
It seemed like a possibility just five minutes ago.,就在五分钟前，他还觉得有这个可能。,51,17
"But something holds him from running back right now, and that's because if he's crazy...",出于顾虑，他没有立即动身。因为如果他确实疯了...,88,25
"If he's crazy, he doesn't want Dev to see it.",他不想让Dev看到自己发病的模样。,45,17
"Sure, he'd had a few nervous breakdowns and panic attacks in the first few years of their relationship, but that's normal crazy.",虽然在他们交往的头几年里，他是有过几次精神崩溃和恐慌发作，但那只是普通的发疯。,128,39
This.{cps=3}..{/cps}{w=0.4} This is {b}actually{/b} crazy.,而这{cps=3}...{/cps}{w=0.4}是{b}真正的{/b}疯狂。,58,39
It's psychotic.,精神错乱。,15,5
"And while Dev would hold him, comfort him, take him away from this place...",就算Dev抱住他，安慰他，带着他离开这里...,75,23
... who's to say what would happen after that?,...谁又能保证之后不会发生什么？,46,17
"Behind his outgoing nature and warm smile, Dev would be doubting their relationship.",在热情和微笑背后，Dev会怀疑这段感情。,84,20
"{b}\""{cps=30}He already is.\""{/b}",{b}\,33,4
"He'd be worn down by Cameron's deteriorating mental state, his deteriorating hygiene, the deterioration of the man he once knew as the spiral into delusions deepens...",他将被Cameron不断恶化的精神状态，日益严重的卫生问题折磨得不堪重负。他该如何面对这个逐渐堕入妄想的，熟悉的陌生人...,167,62
{b}Stop it.{/b},{b}到此为止吧。{/b},15,13
"\""{cps=25}{b}No, {w=0.3}but you're her son.\""{/b}",\,49,1
"That voice, the one that comes from inside his head.",这个声音来自他的脑海。,52,11
The one that doesn't feel like his inner voice.,一个不像心声的声音。,47,10
The one that won't shut the fuck up.,一个死活不肯闭嘴的声音。,36,12
"Cameron is walking back the way he came, back toward Devon, toward what he knows is real and safe.",Cameron正沿着来时的路往回走，朝向Devon，朝向他所知的安全与真实。,98,38
"\""{cps=25}{b}But is he?\""{/b}",\,29,1
"Even though he's scared, he says it confidently, and strangely enough, he feels what seems like a pause on the voice's end.",尽管害怕，却也言之凿凿。并且奇怪的是，他感觉那个声音犹豫了。,123,30
Like it's not quite sure how to respond.,好像它不知该如何回应。,40,11
{b}Good.{/b},{b}很好。{/b},12,10
"Cameron thinks, this time with his own thoughts.",这一次，Cameron在以自己的意志思考。,48,21
"He makes sure to walk to the side of the road, the dusty, somewhat rocky surface preferable to the whispering gravel.",他确保自己走在路边。那里尘土飞扬，坎坷崎岖，但总好过低语的砾石。,117,32
Devon keeps trying to figure out how things could have gone so wrong.,Devon一直在想，事情怎么会如此急转直下的。,69,23
His feelings earlier about an impending catastrophic failure now feel fully validated.,他早先的不祥预感得到了充分的证实。,86,17
It's happened.,灾难性的后果。,14,7
He took those courses emphasizing engineering ethics.,他选修了工程伦理学。,53,10
He studied cases in which every step of a disaster was detailed and exactly how each step was preventable.,他详细研究过各种事故。每一步都是有迹可循的，可以预防的。,106,28
"He took great care in his career to make sure he would never become one of those case studies, that the machines he helped design were as safe as possible.",他的职业生涯中写满了谨慎，以确保自己参与设计的机器尽可能安全，确保自己永远不会成为课本上的案例。,155,48
"And while he'd already thought this, it's the fact he didn't even know Cameron was on an antipsychotic at some point, just that he was on \""meds\"".",尽管他有考虑过，但事实上他压根不知道Cameron用过安定剂，他只知道他在吃‘药’。,147,42
"He knew Cameron's problems were concerning, and he reassured himself with a crash course in abnormal psychology.",他知道Cameron的病情不容乐观，他还参加了病态心理学的速成班以自我安慰。,112,38
Psychology...,心理学...,13,6
"While he was never as openly disdainful as his peers, the idea of trying to explain complex behavior through endless theories was frustrating, to say the least.",虽然他从未像其他同龄人那样把鄙视写在脸上，但可以说，他对试图用无尽的理论来解释复杂行为的想法不抱希望。,160,51
"He chalked it up to him being one of those people who simply needed a solid answer, a number.",他把这些归于自己需要一个确切的答案，一串数字。,93,23
"But he also remembers those months when Cameron was on his medication, how one night he'd had Dev sit with him in the arts building on campus.",但他同样记得Cameron服药的那几个月里，有一天晚上，他让Dev留在学校里的艺术部。,142,43
"It was late and no one was around as Cameron almost angrily bashed on the keys of the grand piano, asking him if any of it sounded good.",那是个僻静的夜晚，四下无人，Cameron近乎狂怒地猛击大钢琴的琴键，问他有没有哪段节奏是能听的。,136,49
Dev said it sounded fine.,Dev回答听起来都还行。,25,12
"Then, the coyote finally broke down, saying he couldn't write music anymore.",随后，这只郊狼终于崩溃了，说他再也写不了音乐了。,76,24
"That emotionally, things had become black and white, that there was a wall between him and who he was.",感情被蒙上一层黑白滤镜，自我认知也不再清晰。,102,22
That the medicine he was taking was the reason why he fucked up his chance with the label.,就是那些药物，毁了他发行唱片的机会。,90,18
"And as Cameron sobbed over the piano, Devon had decided that psychology doesn't know a thing about how people work.",看着Cameron伏在钢琴上啜泣，Devon认定，心理学就是一纸空文。,115,35
That psychiatrists might as well be drug dealers with an office.,精神科医生还不如叫有编制的毒贩。,64,16
"It had been the same for his mother, after what happened with Lupita.",在Lupita的事故发生后，同样的事也发生在了他母亲身上。,69,29
"Even now, she struggles with her addiction to benzodiazepines, something carelessly prescribed to her so she'd stop wailing all the time.",即使现在，她也在努力克服对苯二氮卓类药物的依赖。一切都出一个让她止啼的，随手的药方。,137,42
"To Devon, it seemed like psychology never moved past lobotomies.",在Devon看来，心理学已经止步在了脑叶切除术。,64,24
"Instead, they just converted it into pills.",他们不求上进，反而依赖起了小小的药丸。,43,19
"And he never really changed that mindset, and it's why he never encouraged Cameron to seek some sort of help, especially if he didn't want it.",他对这种观点坚信不疑，这也是为什么，他从不鼓励Cameron去寻求‘那种’帮助，尤其是在他本人不想的情况下。,142,54
What he took away from his research is that hallucinations of any kind are of serious concern and should never be brushed off.,他从研究中得出的结论是，任何形式的幻觉都值得被严肃对待，而非不了了之。,126,35
But he had done just that with the idea that maybe there's more to hallucinations for some people than psychology will ever understand.,至于他的本意，则是他认为有些人的幻觉远不止心理学能解释的。,135,29
Maybe it's ghosts.,没准是因为幽灵呢。,18,9
Devon wants to hit himself.,Devon真想给自己一巴掌。,27,14
"In fact, he wishes the weasel man had added a kick in the nuts to go with the gut punch, something else to help remind him how utterly stupid he is.",事实上，他倒希望那只鼬能往他两腿间加上一脚，好提醒他自己有多么愚蠢。,148,34
The concept of the paranormal is so far from his mind at this point that he doubts he'll ever dabble in it again.,此时此刻，他早已无暇顾及超自然现象，恐怕今后也不会再涉足这一行。,113,32
"Devon looks up, and sure enough, he sees Cameron running toward them.",Devon抬起头，果不其然，他看到了迎面奔来的Cameron。,69,31
The smile of relief on the coyote's face seems to break the dam of emotion in Dev's chest.,郊狼脸上释怀的微笑一下子冲垮了Dev的心理防线。,90,24
"That wild look he'd had earlier, the one that had looked at him as if he were a stranger is gone.",先前那疯狂的举止，那陌生人一样的神情已经消失不见了。,97,26
"The next thing he knows, he's running, too.",不知不觉间，他也奔跑起来。,43,13
"He wonders why Cam is running on the rough rocks and thorny vegetation, but Devon joins him and Cameron runs into his chest with a thump.",他不知道Cam为什么要在粗糙的岩石和满是刺的植被上奔跑，却也不由自主地加入了Cameron，直至对方砰地一声撞进他的胸口。,137,61
"Devon, rocking them back and forth on the uneven, rocky ground, sends them to the dirt, but Devon just pulls Cameron into his lap, still hugging him tightly.",Devon没能在崎岖的岩地上保持平衡，害两人一起跌了下去。但他并没有急着起身，只是把Cameron拉进怀中，一刻也不肯松手。,157,62
"Meanwhile, Artie is looking away, seeming to have spotted something very interesting in the miniature forest just off the road, though he's smiling.",与此同时，Artie把视线移向了别处，面带着微笑，似乎是在路边的小树林里发现了什么有趣的东西。,148,47
"Cameron stays quiet and Devon is content to just hold the coyote, both of them sniffling.",Cameron没有说话，Devon也只是享受着与郊狼相拥的这一刻，两人都抽着鼻子。,89,41
"Meanwhile, the coyote plucks at sagebrush that's rubbing up against them, which he holds to his nose.",其间，郊狼把蹭到他们身上的山艾拔下来，凑到鼻子前。,101,25
"Devon tries to adjust to the jarring shift in conversation, but goes along with it, assuming Cameron just wants to focus on other things for now.",Devon努力跟上这僵硬的转折，不过他也赞成Cameron把注意力放在其他事情上。,145,41
Cameron inhales the sprig of sagebrush in his paw again.,Cameron又闻了闻爪子里的山艾枝。,56,19
"In all honesty, Dev hadn't either.",老实说，Dev也不喜欢。,34,12
"He had meant to take Cameron ice fishing, like his father had taken him so many times.",他本打算效仿他父亲，带Cameron去冰上钓鱼。,86,24
"The second they got there, though, he realized how woefully underprepared he was.",只可惜他们事先准备得太不充分了。,81,16
"Dev almost laughs at the memory, of being so exhausted by the time he opened the cabin that his plans to romantically make love to Cameron went out the window the second they got in bed.",Dev简直要嘲笑当时的自己了，光是打开小屋的门就已经耗光了全部精力，乃至刚一沾上枕头，就把跟Cmaeron滚床单的浪漫计划抛到了九霄云外。,186,69
"Dev isn't going to ask him to elaborate, or tell him that UFOs are commonly reported in Echo, especially in times when supernatural activity is at its peak.",Dev不会要求Cam详细说明，亦或是告诉他回音镇经常有目击UFO的报道，尤其是在超自然现象最频发的时段。,156,52
"While he wants to convince Cameron he isn't mentally ill, he knows that's not what he should be doing right now.",虽然很想打消Cameron对自己患有精神疾病的顾虑，但他明白，眼下这不是最优先的。,112,41
"Even though he wants to deny it, he doesn't know if it's true or not.",且即便他极力否认，事实真就如此吗？,69,17
"He believes Cameron is psychic, but that's taken a backseat to the possibility that something else is happening too, and Dev can't be the one to figure that out for Cameron.",他相信Cameron是能通灵的，但这就与其他已经发生的事相悖，而Dev又不可能为Cameron解释清楚。,173,52
He can only be there to support him.,他只能支持他。,36,7
"Sure enough, Artie's disappeared.",果然，哪里都不见Artie。,33,14
Dev stares at the tree line hopefully.,Dev焦急地凝视着林木线。,38,13
They get up and move toward the forest.,他们起身向森林走去。,39,10
"Dev wants to tell Cameron to wait on the road, but at the same time, he's worried about losing him again right after finding him.",Dev很想让Cameron在路边等，可又担心再次失去他。,129,28
"Somehow, this seemingly innocuous patch of trees is even more ominous during the day.",不知为何，这片看似无害的森林在阳光下更显不详。,85,23
"Dev whispers loudly into the trees, holding Cameron's paw as they descend into the ditch and over onto the forest side.",Dev对着树海低声喊道，同时紧握住Cameron的爪子。他们一同翻过排水沟，来到树林边缘。,119,45
They only take a few steps into the trees before Artie calls back.,还没走几步，他们就听到了Artie的回应。,66,21
Dev continues to shout-whisper.,Dev继续低声吼道。,31,10
"Devon can see movement from Artie now, some of the bushes about ten feet ahead of them shifting.",Devon现在可以看到Artie的动静了：前方十英尺左右一簇移动的灌木丛。,96,37
"Dev sighs, then notices Cameron with his ears low, looking anxious.",Dev叹了口气，随即注意到Cameron压低了耳朵，显得有些焦虑。,67,33
"Dev listens, but only hears some wind through the trees.",Dev仔细聆听，却只捕捉到风吹过森林的声音。,56,22
But then there is something.{cps=3}..{/cps}{w=0.4} maybe what could be described as static--,但紧接着{cps=3}...{/cps}{w=0.4}一阵可以被称之为杂音的-,92,39
He jumps as his phone's notification sound goes off.,他被手机提示音吓得一蹦三丈高。,52,15
"He takes his phone out, seeing that an email managed to get through.",他掏出手机，看到一封电子邮件成功发送了过来。,68,22
"The notification banner cuts off there, and the surreal message makes Devon feel like they're isolated from the world now more than ever.",通知被窗口截断于此，这超现实的信息令Devon感觉他们现在比以往任何时候都更孤立无援。,137,43
"He wonders if he should try to call the police, even though he still only has one bar.",他不知道自己是否应该尝试报警，尽管手机只有一格信号。,86,26
"At this point, he'd be willing to just let the authorities know that they're stranded before anything else can happen.",当务之急，他只想通知当局他们被困住了。,118,19
Then something out of the corner of his eye catches his attention.,就在这时，视野角落的某个东西引起了他的注意。,66,22
"It looks like the wall of a structure of some kind, beige and peeling, hard to see through all the leaves and branches.",很难透过茂密的枝叶看清，不过像是某种结构的墙，米黄色、外皮剥落。,119,32
"Devon holds up his paw in front of Cameron, signaling for him to stay put before taking a few cautious steps further into the forest.",Devon举起爪子，示意Cameron待在原地，然后小心翼翼地深入了几步。,133,37
"He thinks it's a trailer, one that looks so run down that he wouldn't be surprised if it's abandoned.",疑似一辆拖车，破烂不堪，不出意外的话应该已经被遗弃了。,101,27
"What unsettles him is that it's buried so deep behind the trees, it's like it's meant to be hidden.",真正令他不安的是，它被深深埋于树后，似乎有人刻意将其隐藏起来。,99,31
"He can try to make a call further down the road, away from whatever that is.",他远离了那个未知的存在，想着可以在公路上试着打电话。,76,26
The look on Artie's face makes the bear pause.,Artie的表情堵住了熊的嘴。,46,15
"His voice is quiet, but his tone is one of confusion and shock, staring over Dev's shoulder.",他越过Dev的肩头望去，声音平静，但语气中充满了怀疑。,92,27
"Devon feels dread creep over him, not sure how something else could be happening right now, something so terrible that Artie has that look--",Devon又惊又惧，六神无主，不知道又发生了哪种可怕的意外，以至于Artie都露出那种表情-,140,46
Cameron stands where he left him.,Cameron呆立在原地。,33,13
"Oddly enough, he doesn't even seem to be paying attention to them.",奇怪的是，他好像完全没有注意到他们。,66,18
"He's staring up, towards the trees, and Devon can see his eyes darting from left to right.",他昂头看向树冠，眼球从左到右扫视着。,90,18
"His ears are laying back and twitching, like he's hearing something that's too loud.",他双耳朝后张开，微微抽搐，犹如听到了什么特别大的动静。,84,27
"His breathing is heavy, and Devon can see his chest heaving.",他的呼吸沉重，胸口不停起伏。,60,14
"He's panicking again, but the reason for it is clear.",他又开始恐慌了，不过原因很明显。,53,16
About a single second is all Dev has to see it.,不出一秒种，Dev也看见了。,47,14
And to hear it--,还有听到-,16,5
And then it drops onto Cameron.,接着它落到了Cameron身上。,31,16
Cameron is suffocating.,Cameron无法呼吸。,23,12
"Just moments ago, he'd been gasping for breath, feeling the invisible dread creep up his back, the deafening static growing in his ears.",就在不久前，他还喘着粗气，承受着背后无形的恐惧，聆听着越发震耳的杂音。,136,35
"But now it's completely black, and something has its limbs around him, fingers over his mouth and nostrils.",可现在，一切都变黑了。有什么东西用四肢裹着他，用手指堵住他的嘴和鼻孔。,107,35
"He thrashes around, or at least he tries to.",他四处乱撞，至少他努力这样做。,44,15
"He goes through the motions, but there's no sensation of movement.",他做着各种动作，然而并没有运动的实感。,66,19
"A straining inhale of air drones right next to his ear, the thing pressing its head to the side of his face.",用力吸气的声音就在他耳边嗡嗡作响，它的头紧贴着他的脸。,108,27
"Cameron begs it to let go, tries to call for help.",Cameron恳求它放手，试图寻找帮助。,50,20
Devon was in front of him only seconds ago.,几秒钟前，Devon还在他前面。,43,16
The voice in his head returns.,脑袋里的声音又回来了。,30,11
"Cameron does think that he's died, and that he's in hell, because of course he'd end up there.",Cameron心想，自己的确已经死了吧，那周围一定是地狱了，因为他只配下地狱。,94,39
Cameron realizes then that it's not the thing holding onto him that's speaking to him.,Cameron意识到正在说话的并不是抓着自己的东西。,86,26
"Because now is when it starts to speak, but it's not a voice he expects.",因为就在此时，它以一种出人意料的叫声开口了。,72,22
A woman's voice.,一个女人的声音。,16,8
"A man's voice, a sickening thud.",一个男人的声音，一声令人作呕的闷响。,32,18
"The tone of the static changes, and Cameron knows he's listening to something different, a different moment.",杂音的腔调在变化，Cameron知道自己听到了不同的事物，不同的时刻。,108,35
And it continues.,声音还在继续。,17,7
What sounds like someone screaming through a gag.,听起来像是有人透过封口布尖叫。,49,15
"A woman sobbing, a man begging.",一个哭泣的女人，一个哀求的男人。,31,16
"But then there's a shift, and though most of the voices were women, they become almost exclusively young men.",后来声音变了，从大部分是女性，到几乎全部是年轻男性。,109,26
And the voices blend together and go on and on and on...,这些声音混合在一起，连续不断...,56,17
"Meanwhile, Cameron goes limp, giving up, feeling as one with the voice that comes next:",与此同时，Cameron四肢绵软无力，他放弃了，感觉自己与接下来的声音融为了一体：,87,41
"Devon watches as Cameron's body just goes limp, and though he tries to leap forward and catch him, the coyote slips to the ground at his feet.",Devon猛地一跃，试图接住Cameron，却还是眼睁睁看着狼的身体瘫倒在地。,142,39
"The bear instantly picks him up, or tries to.",熊立刻把他抱起来，或者尝试抱起来。,45,17
"Though it's something he'd done many times before, he'd never done it while Cameron was so completely lifeless, and he struggles with the coyote's deadweight.",这并非什么陌生的动作，然而在Cameron毫无生气的时候还是头一遭。,158,34
"He lays the coyote out on his back, hoping he just wakes up.",他让郊狼平躺在地上，祈祷他能醒来。,60,17
"Whatever it was just seemed to absorb into Cameron, disappearing in an instant.",不管是什么，它似乎被Cameron吸收，瞬间消失不见了。,79,28
Devon doesn't care.,Devon已经无所谓了。,19,12
"Two days ago, he would have thought he'd give almost anything to see something like that.",放在两天前，他还会为看到这样的东西而不惜一切代价。,89,25
"Now, it doesn't seem to matter at all.",至于现在，全都无所谓了。,38,12
Cameron's chest that had been heaving seconds ago isn't moving at all now.,Cameron几秒钟前还在起伏的胸膛现在一动也不动。,74,26
"The panic is threatening to overwhelm the bear, his peripheral vision dimming, going dark, and he has to rest a paw next to Cameron's head to steady himself.",惶恐随时都要压垮这头熊，他的视野从边缘开始变暗，不得不把手撑在Cameron的头旁边，以稳住自己。,157,49
"He can't pass out now, otherwise Cameron would only have Artie to help him, and the cat is seemingly frozen, his fingers twisting into his head fur.",他还不能昏倒，否则能救Cameron的就只有Artie了。而那只猫似乎被吓得不知所措，手指狰狞地攥着头毛。,148,53
"Devon tries to tilt Cameron's head back, straighten his torso so he can breathe.",Devon小心翼翼地伸直Cameron的身体，把他的头向后倾斜，好让他呼吸。,80,38
Devon rubs at Cameron's chest.,Devon摩擦着Cameron的胸口。,30,19
"It's such a desperate, useless gesture.",如此绝望而又无助。,39,9
"Dev readies himself, wishing he could remember a single useful thing from the one day he learned about CPR in high school.",Dev强迫自己冷静下来，努力回忆高中时学习过的心肺复苏术。哪怕寥寥无几也好，只要能派上用场。,122,46
All he remembers is tittering with his classmates about the female manikin's chest and how they had to touch it.,然而他所记得的就只有自己和同学们开女性假人胸部的玩笑，以及他们是怎样抚摸它的。,112,39
"His vision blurs as he uselessly places his paws, one over the other on Cameron's chest.",他徒劳地把爪子叠放在Cameron的胸口，视线渐渐模糊。,88,28
"And then a droning, ragged wheeze comes from the coyote's mouth.",但随后，郊狼发出了低沉、无力的喘息声。,64,19
Another labored wheeze.,又是一声吃力的喘息。,23,10
"He is, but it's still strained, like something heavy is on his chest.",他在坚持，但还是很勉强，好像有什么重物压在他的胸口。,69,26
"Not sure of what else to do, Devon pulls Cameron into a sitting position, leaning the coyote against his body, and Cameron gasps.",Devon不确定自己还能做什么，于是他把Cameron扶起来，让狼靠在自己身上。Cameron急促地喘着气。,129,54
"Even Artie is crying, wiping his eyes as he laughs.",就连Artie都在哭了，他笑着擦去眼泪。,51,20
Devon shakes his head.,Devon摇摇头。,22,9
"Now Devon just needs Cameron to regain consciousness, so he knows he's okay for sure.",Devon顾不上其他的，只希望Cameron恢复意识，好确定他没有事。,85,35
"Never had he seen evidence of, or believed that the supernatural could physically harm the living.",他从没见过，也不相信超自然力量会对活人造成物理上的伤害。,98,28
